date,sku,category,region,channel,quantity,price_per_unit,discount,revenue
2024-04-15,Лидское Вайс 0.5л,Специальное,Гродненская область,Специализированные магазины,47,2.8,0.0,131.6
2024-04-15,Лидское Светлое 1.0л,Светлое,Брестская область,HoReCa,60,3.9,0.05,222.3
2024-04-15,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,23,2.05,0.1,42.44
2024-04-15,Лидское Тёмное 1.0л,Тёмное,Брестская область,Сетевой ритейл,10,4.6,0.0,46.0
2024-04-15,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,40,2.15,0.05,81.7
2024-04-15,Лидское Лёгкое 0.5л,Светлое,Гродненская область,Сетевой ритейл,74,1.95,0.05,137.08
2024-04-15,Лидское Светлое 1.5л,Светлое,Брестская область,Онлайн,11,5.2,0.0,57.2
2024-04-15,Лидское Светлое 1.0л,Светлое,Минск,Специализированные магазины,179,3.9,0.0,698.1
2024-04-15,Лидское Светлое 1.5л,Светлое,Минск,Сетевой ритейл,53,5.2,0.1,248.04
2024-04-15,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,142,2.15,0.1,274.77
2024-04-16,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,51,2.45,0.1,112.45
2024-04-16,Лидское Классическое 0.5л,Светлое,Витебская область,Специализированные магазины,85,2.05,0.05,165.54
2024-04-16,Лидское Янтарное 0.5л,Тёмное,Гродненская область,Специализированные магазины,23,2.65,0.0,60.95
2024-04-16,Лидское Пшеничное 0.5л,Специальное,Минск,Специализированные магазины,26,2.75,0.0,71.5
2024-04-16,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Специализированные магазины,25,1.9,0.0,47.5
2024-04-16,Лидское Классическое 1.0л,Светлое,Гродненская область,Специализированные магазины,42,3.7,0.1,139.86
2024-04-16,Лидское Вайс 0.5л,Специальное,Гродненская область,Специализированные магазины,58,2.8,0.0,162.4
2024-04-16,Лидское Тёмное 1.0л,Тёмное,Минская область,Сетевой ритейл,33,4.6,0.0,151.8
2024-04-16,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,31,2.65,0.0,82.15
2024-04-16,Лидское Юбилейное 0.5л,Светлое,Минская область,HoReCa,101,2.45,0.1,222.71
2024-04-16,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,33,2.55,0.0,84.15
2024-04-16,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,66,2.55,0.0,168.3
2024-04-16,Лидское Классическое 1.0л,Светлое,Гродненская область,Специализированные магазины,65,3.7,0.15,204.42
2024-04-16,Лидское Лёгкое 1.0л,Светлое,Гродненская область,Онлайн,16,3.5,0.0,56.0
2024-04-16,Лидское Светлое 1.0л,Светлое,Минская область,Специализированные магазины,67,3.9,0.0,261.3
2024-04-16,Лидское Светлое 1.0л,Светлое,Брестская область,Сетевой ритейл,103,3.9,0.05,381.61
2024-04-16,Лидское Вайс 0.5л,Специальное,Минск,Сетевой ритейл,35,2.8,0.0,98.0
2024-04-16,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,55,2.55,0.0,140.25
2024-04-16,Лидское Ржаное 0.5л,Специальное,Минская область,Сетевой ритейл,3,2.85,0.0,8.55
2024-04-16,Лидское Светлое 0.5л,Светлое,Гомельская область,Специализированные магазины,156,2.15,0.0,335.4
2024-04-16,Лидское Тёмное 0.5л,Тёмное,Витебская область,Сетевой ритейл,56,2.55,0.1,128.52
2024-04-16,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Сетевой ритейл,32,1.9,0.0,60.8
2024-04-16,Лидское Светлое 1.0л,Светлое,Витебская область,Онлайн,64,3.9,0.15,212.16
2024-04-16,Лидское Светлое 1.0л,Светлое,Гомельская область,HoReCa,138,3.9,0.0,538.2
2024-04-16,Лидское Портер 0.5л,Тёмное,Минск,Специализированные магазины,41,2.9,0.0,118.9
2024-04-16,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,123,3.9,0.05,455.71
2024-04-16,Лидское Тёмное 1.0л,Тёмное,Брестская область,HoReCa,46,4.6,0.0,211.6
2024-04-16,Лидское Юбилейное 1.0л,Светлое,Гомельская область,HoReCa,37,4.3,0.0,159.1
2024-04-16,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,45,3.7,0.0,166.5
2024-04-16,Лидское Ржаное 0.5л,Специальное,Минск,Сетевой ритейл,17,2.85,0.1,43.61
2024-04-16,Лидское Вайс 0.5л,Специальное,Витебская область,Онлайн,54,2.8,0.05,143.64
2024-04-16,Лидское Юбилейное 0.5л,Светлое,Витебская область,Специализированные магазины,161,2.45,0.0,394.45
2024-04-16,Лидское Тёмное 1.0л,Тёмное,Брестская область,Специализированные магазины,23,4.6,0.15,89.93
2024-04-16,Лидское Юбилейное 0.5л,Светлое,Брестская область,Сетевой ритейл,27,2.45,0.0,66.15
2024-04-16,Лидское Юбилейное 0.5л,Светлое,Гомельская область,Специализированные магазины,28,2.45,0.1,61.74
2024-04-16,Лидское Нефильтрованное 0.5л,Специальное,Витебская область,Сетевой ритейл,66,2.95,0.05,184.97
2024-04-16,Лидское Светлое 0.5л,Светлое,Минск,Специализированные магазины,195,2.15,0.0,419.25
2024-04-16,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,52,3.7,0.0,192.4
2024-04-16,Лидское Лёгкое 0.5л,Светлое,Гродненская область,Сетевой ритейл,60,1.95,0.0,117.0
2024-04-16,Лидское Безалкогольное 0.5л,Безалкогольное,Минская область,HoReCa,37,1.9,0.1,63.27
2024-04-16,Лидское Классическое 1.0л,Светлое,Гомельская область,Специализированные магазины,99,3.7,0.05,347.99
2024-04-16,Лидское Светлое 1.0л,Светлое,Брестская область,Специализированные магазины,98,3.9,0.0,382.2
2024-04-17,Лидское Лёгкое 0.5л,Светлое,Гомельская область,Специализированные магазины,69,1.95,0.1,121.09
2024-04-17,Лидское Тёмное 1.0л,Тёмное,Минская область,HoReCa,45,4.6,0.0,207.0
2024-04-17,Лидское Тёмное 1.0л,Тёмное,Гомельская область,Сетевой ритейл,26,4.6,0.0,119.6
2024-04-17,Лидское Юбилейное 1.0л,Светлое,Гомельская область,HoReCa,65,4.3,0.15,237.57
2024-04-17,Лидское Светлое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,56,2.15,0.0,120.4
2024-04-17,Лидское Светлое 1.0л,Светлое,Могилёвская область,HoReCa,123,3.9,0.0,479.7
2024-04-17,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,51,2.15,0.05,104.17
2024-04-17,Лидское Светлое 1.0л,Светлое,Брестская область,Сетевой ритейл,132,3.9,0.0,514.8
2024-04-17,Лидское Тёмное 0.5л,Тёмное,Брестская область,Сетевой ритейл,103,2.55,0.0,262.65
2024-04-17,Лидское Светлое 0.5л,Светлое,Минск,Специализированные магазины,205,2.15,0.0,440.75
2024-04-17,Лидское Пшеничное 0.5л,Специальное,Витебская область,Сетевой ритейл,41,2.75,0.05,107.11
2024-04-17,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,83,4.3,0.0,356.9
2024-04-17,Лидское Юбилейное 0.5л,Светлое,Гродненская область,Сетевой ритейл,24,2.45,0.0,58.8
2024-04-17,Лидское Светлое 1.0л,Светлое,Гомельская область,Сетевой ритейл,41,3.9,0.0,159.9
2024-04-17,Лидское Пшеничное 0.5л,Специальное,Минск,Сетевой ритейл,21,2.75,0.0,57.75
2024-04-17,Лидское Тёмное 0.5л,Тёмное,Минская область,Сетевой ритейл,64,2.55,0.0,163.2
2024-04-17,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,69,3.7,0.1,229.77
2024-04-17,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,175,2.15,0.0,376.25
2024-04-17,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,17,3.9,0.1,59.67
2024-04-17,Лидское Нефильтрованное 0.5л,Специальное,Минск,HoReCa,47,2.95,0.0,138.65
2024-04-17,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,45,3.7,0.15,141.53
2024-04-17,Лидское Юбилейное 0.5л,Светлое,Могилёвская область,Сетевой ритейл,37,2.45,0.0,90.65
2024-04-17,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,28,4.3,0.0,120.4
2024-04-17,Лидское Светлое 1.5л,Светлое,Брестская область,HoReCa,32,5.2,0.0,166.4
2024-04-17,Лидское Лёгкое 1.0л,Светлое,Брестская область,Специализированные магазины,25,3.5,0.1,78.75
2024-04-17,Лидское Юбилейное 0.5л,Светлое,Минск,Специализированные магазины,9,2.45,0.0,22.05
2024-04-17,Лидское Вайс 1.0л,Специальное,Минск,Сетевой ритейл,28,5.1,0.0,142.8
2024-04-17,Лидское Светлое 0.5л,Светлое,Гродненская область,Специализированные магазины,172,2.15,0.1,332.82
2024-04-17,Лидское Светлое 0.5л,Светлое,Гродненская область,Специализированные магазины,146,2.15,0.1,282.51
2024-04-17,Лидское Светлое 1.0л,Светлое,Минская область,Сетевой ритейл,19,3.9,0.05,70.39
2024-04-17,Лидское Пшеничное 0.5л,Специальное,Минская область,Сетевой ритейл,14,2.75,0.0,38.5
2024-04-17,Лидское Светлое 0.5л,Светлое,Витебская область,Сетевой ритейл,24,2.15,0.0,51.6
2024-04-17,Лидское Тёмное 1.0л,Тёмное,Минск,Специализированные магазины,26,4.6,0.0,119.6
2024-04-17,Лидское Светлое 1.5л,Светлое,Минск,Сетевой ритейл,52,5.2,0.0,270.4
2024-04-17,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,15,2.95,0.0,44.25
2024-04-17,Лидское Тёмное 1.0л,Тёмное,Минск,HoReCa,10,4.6,0.0,46.0
2024-04-17,Лидское Нефильтрованное 0.5л,Специальное,Могилёвская область,HoReCa,43,2.95,0.1,114.17
2024-04-17,Лидское Лёгкое 0.5л,Светлое,Гродненская область,Сетевой ритейл,29,1.95,0.0,56.55
2024-04-17,Лидское Тёмное 0.5л,Тёмное,Брестская область,Специализированные магазины,16,2.55,0.05,38.76
2024-04-17,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,22,4.3,0.0,94.6
2024-04-18,Лидское Вайс 0.5л,Специальное,Могилёвская область,Сетевой ритейл,37,2.8,0.1,93.24
2024-04-18,Лидское Безалкогольное 1.0л,Безалкогольное,Минская область,Сетевой ритейл,3,3.4,0.0,10.2
2024-04-18,Лидское Юбилейное 1.0л,Светлое,Могилёвская область,Сетевой ритейл,103,4.3,0.1,398.61
2024-04-18,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,96,2.45,0.0,235.2
2024-04-18,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,10,1.95,0.0,19.5
2024-04-18,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,42,3.7,0.0,155.4
2024-04-18,Лидское Классическое 1.0л,Светлое,Гродненская область,Сетевой ритейл,56,3.7,0.0,207.2
2024-04-18,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,64,2.05,0.0,131.2
2024-04-18,Лидское Светлое 0.5л,Светлое,Витебская область,Сетевой ритейл,126,2.15,0.1,243.81
2024-04-18,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,93,2.45,0.05,216.46
2024-04-18,Лидское Светлое 1.5л,Светлое,Могилёвская область,HoReCa,49,5.2,0.15,216.58
2024-04-18,Лидское Лёгкое 0.5л,Светлое,Гродненская область,HoReCa,50,1.95,0.0,97.5
2024-04-18,Лидское Юбилейное 0.5л,Светлое,Витебская область,Сетевой ритейл,81,2.45,0.0,198.45
2024-04-18,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,55,2.45,0.0,134.75
2024-04-18,Лидское Нефильтрованное 0.5л,Специальное,Гродненская область,Онлайн,48,2.95,0.1,127.44
2024-04-18,Лидское Юбилейное 0.5л,Светлое,Минск,HoReCa,35,2.45,0.0,85.75
2024-04-18,Лидское Светлое 0.5л,Светлое,Гомельская область,Специализированные магазины,68,2.15,0.0,146.2
2024-04-18,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,67,3.9,0.1,235.17
2024-04-18,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,10,2.95,0.0,29.5
2024-04-18,Лидское Тёмное 1.0л,Тёмное,Минск,Специализированные магазины,67,4.6,0.0,308.2
2024-04-18,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,98,2.05,0.05,190.85
2024-04-18,Лидское Светлое 1.5л,Светлое,Витебская область,HoReCa,29,5.2,0.0,150.8
2024-04-18,Лидское Светлое 1.5л,Светлое,Брестская область,Специализированные магазины,48,5.2,0.0,249.6
2024-04-18,Лидское Тёмное 1.0л,Тёмное,Гродненская область,Специализированные магазины,53,4.6,0.05,231.61
2024-04-18,Лидское Безалкогольное 0.5л,Безалкогольное,Могилёвская область,Специализированные магазины,10,1.9,0.0,19.0
2024-04-18,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,41,2.95,0.05,114.9
2024-04-18,Лидское Светлое 0.5л,Светлое,Гомельская область,Сетевой ритейл,148,2.15,0.1,286.38
2024-04-18,Лидское Классическое 1.0л,Светлое,Минская область,Специализированные магазины,76,3.7,0.05,267.14
2024-04-18,Лидское Тёмное 1.0л,Тёмное,Брестская область,Сетевой ритейл,37,4.6,0.0,170.2
2024-04-18,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,26,3.9,0.05,96.33
2024-04-18,Лидское Тёмное 0.5л,Тёмное,Гомельская область,Специализированные магазины,64,2.55,0.0,163.2
2024-04-18,Лидское Тёмное 0.5л,Тёмное,Минская область,Онлайн,35,2.55,0.1,80.33
2024-04-18,Лидское Тёмное 0.5л,Тёмное,Гомельская область,Сетевой ритейл,58,2.55,0.05,140.5
2024-04-18,Лидское Светлое 0.5л,Светлое,Брестская область,Специализированные магазины,87,2.15,0.0,187.05
2024-04-18,Лидское Вайс 1.0л,Специальное,Минская область,Специализированные магазины,27,5.1,0.15,117.04
2024-04-18,Лидское Светлое 1.0л,Светлое,Минск,HoReCa,118,3.9,0.05,437.19
2024-04-18,Лидское Нефильтрованное 0.5л,Специальное,Минская область,HoReCa,13,2.95,0.0,38.35
2024-04-18,Лидское Светлое 0.5л,Светлое,Минск,HoReCa,154,2.15,0.0,331.1
2024-04-18,Лидское Тёмное 1.0л,Тёмное,Минская область,Специализированные магазины,17,4.6,0.05,74.29
2024-04-18,Лидское Классическое 0.5л,Светлое,Брестская область,Сетевой ритейл,61,2.05,0.0,125.05
2024-04-18,Лидское Светлое 0.5л,Светлое,Гомельская область,HoReCa,204,2.15,0.0,438.6
2024-04-18,Лидское Светлое 1.0л,Светлое,Гомельская область,Специализированные магазины,73,3.9,0.0,284.7
2024-04-18,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,30,2.45,0.05,69.83
2024-04-19,Лидское Тёмное 1.0л,Тёмное,Брестская область,Сетевой ритейл,48,4.6,0.0,220.8
2024-04-19,Лидское Светлое 1.5л,Светлое,Брестская область,Специализированные магазины,53,5.2,0.15,234.26
2024-04-19,Лидское Безалкогольное 0.5л,Безалкогольное,Могилёвская область,Специализированные магазины,14,1.9,0.0,26.6
2024-04-19,Лидское Классическое 1.0л,Светлое,Минская область,Сетевой ритейл,20,3.7,0.0,74.0
2024-04-19,Лидское Портер 0.5л,Тёмное,Гродненская область,Сетевой ритейл,26,2.9,0.05,71.63
2024-04-19,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,18,2.15,0.0,38.7
2024-04-19,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,108,2.45,0.05,251.37
2024-04-19,Лидское Классическое 0.5л,Светлое,Минская область,Сетевой ритейл,52,2.05,0.0,106.6
2024-04-19,Лидское Светлое 1.0л,Светлое,Гродненская область,Специализированные магазины,17,3.9,0.0,66.3
2024-04-19,Лидское Тёмное 1.0л,Тёмное,Минск,Сетевой ритейл,37,4.6,0.1,153.18
2024-04-19,Лидское Светлое 0.5л,Светлое,Гомельская область,Сетевой ритейл,130,2.15,0.0,279.5
2024-04-19,Лидское Светлое 1.0л,Светлое,Минская область,Сетевой ритейл,116,3.9,0.0,452.4
2024-04-19,Лидское Юбилейное 1.0л,Светлое,Минск,Специализированные магазины,26,4.3,0.05,106.21
2024-04-19,Лидское Юбилейное 1.0л,Светлое,Гомельская область,Специализированные магазины,86,4.3,0.0,369.8
2024-04-19,Лидское Лёгкое 0.5л,Светлое,Минск,HoReCa,56,1.95,0.1,98.28
2024-04-19,Лидское Вайс 1.0л,Специальное,Минск,Сетевой ритейл,48,5.1,0.0,244.8
2024-04-19,Лидское Тёмное 1.0л,Тёмное,Минская область,Онлайн,37,4.6,0.05,161.69
2024-04-19,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,23,2.65,0.05,57.9
2024-04-19,Лидское Янтарное 0.5л,Тёмное,Минск,Сетевой ритейл,4,2.65,0.05,10.07
2024-04-19,Лидское Тёмное 1.0л,Тёмное,Минск,Сетевой ритейл,40,4.6,0.05,174.8
2024-04-19,Лидское Вайс 0.5л,Специальное,Гродненская область,HoReCa,45,2.8,0.0,126.0
2024-04-19,Лидское Светлое 1.5л,Светлое,Минская область,Специализированные магазины,77,5.2,0.05,380.38
2024-04-19,Лидское Юбилейное 1.0л,Светлое,Гомельская область,Сетевой ритейл,36,4.3,0.0,154.8
2024-04-19,Лидское Светлое 1.0л,Светлое,Минск,HoReCa,126,3.9,0.1,442.26
2024-04-19,Лидское Ржаное 0.5л,Специальное,Минская область,HoReCa,12,2.85,0.1,30.78
2024-04-19,Лидское Вайс 1.0л,Специальное,Минск,Специализированные магазины,6,5.1,0.05,29.07
2024-04-19,Лидское Тёмное 1.0л,Тёмное,Гомельская область,Специализированные магазины,7,4.6,0.15,27.37
2024-04-19,Лидское Юбилейное 0.5л,Светлое,Витебская область,Сетевой ритейл,132,2.45,0.0,323.4
2024-04-19,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,147,2.15,0.05,300.25
2024-04-20,Лидское Классическое 0.5л,Светлое,Минская область,Сетевой ритейл,51,2.05,0.0,104.55
2024-04-20,Лидское Тёмное 0.5л,Тёмное,Минск,Онлайн,56,2.55,0.0,142.8
2024-04-20,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,84,2.15,0.0,180.6
2024-04-20,Лидское Светлое 0.5л,Светлое,Гомельская область,Специализированные магазины,26,2.15,0.05,53.1
2024-04-20,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,221,2.15,0.0,475.15
2024-04-20,Лидское Тёмное 1.0л,Тёмное,Минская область,Сетевой ритейл,26,4.6,0.0,119.6
2024-04-20,Лидское Портер 0.5л,Тёмное,Брестская область,Сетевой ритейл,9,2.9,0.05,24.79
2024-04-20,Лидское Безалкогольное 1.0л,Безалкогольное,Минская область,HoReCa,27,3.4,0.1,82.62
2024-04-20,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,125,4.3,0.05,510.62
2024-04-20,Лидское Юбилейное 1.0л,Светлое,Брестская область,Сетевой ритейл,29,4.3,0.1,112.23
2024-04-20,Лидское Тёмное 0.5л,Тёмное,Минск,Онлайн,86,2.55,0.1,197.37
2024-04-20,Лидское Пшеничное 0.5л,Специальное,Могилёвская область,Сетевой ритейл,15,2.75,0.05,39.19
2024-04-20,Лидское Тёмное 1.0л,Тёмное,Брестская область,Онлайн,43,4.6,0.0,197.8
2024-04-20,Лидское Светлое 1.5л,Светлое,Минская область,HoReCa,26,5.2,0.0,135.2
2024-04-20,Лидское Янтарное 0.5л,Тёмное,Брестская область,Сетевой ритейл,19,2.65,0.1,45.32
2024-04-20,Лидское Классическое 0.5л,Светлое,Гродненская область,Специализированные магазины,91,2.05,0.0,186.55
2024-04-20,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,50,2.45,0.05,116.38
2024-04-20,Лидское Пшеничное 0.5л,Специальное,Брестская область,Сетевой ритейл,25,2.75,0.05,65.31
2024-04-20,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,78,3.9,0.05,288.99
2024-04-20,Лидское Светлое 0.5л,Светлое,Брестская область,Сетевой ритейл,136,2.15,0.0,292.4
2024-04-20,Лидское Вайс 1.0л,Специальное,Гомельская область,Специализированные магазины,8,5.1,0.0,40.8
2024-04-20,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,62,3.7,0.0,229.4
2024-04-20,Лидское Юбилейное 1.0л,Светлое,Брестская область,Сетевой ритейл,23,4.3,0.1,89.01
2024-04-20,Лидское Светлое 1.0л,Светлое,Брестская область,Сетевой ритейл,51,3.9,0.1,179.01
2024-04-20,Лидское Светлое 1.5л,Светлое,Витебская область,Сетевой ритейл,80,5.2,0.05,395.2
2024-04-20,Лидское Вайс 1.0л,Специальное,Гродненская область,HoReCa,47,5.1,0.0,239.7
2024-04-20,Лидское Классическое 1.0л,Светлое,Минск,HoReCa,34,3.7,0.0,125.8
2024-04-20,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,124,2.05,0.0,254.2
2024-04-21,Лидское Лёгкое 0.5л,Светлое,Гродненская область,Сетевой ритейл,60,1.95,0.0,117.0
2024-04-21,Лидское Янтарное 0.5л,Тёмное,Брестская область,Сетевой ритейл,19,2.65,0.15,42.8
2024-04-21,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,74,4.3,0.05,302.29
2024-04-21,Лидское Вайс 0.5л,Специальное,Брестская область,Сетевой ритейл,10,2.8,0.0,28.0
2024-04-21,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,8,1.95,0.0,15.6
2024-04-21,Лидское Светлое 0.5л,Светлое,Гомельская область,Сетевой ритейл,79,2.15,0.0,169.85
2024-04-21,Лидское Безалкогольное 0.5л,Безалкогольное,Минская область,Специализированные магазины,11,1.9,0.0,20.9
2024-04-21,Лидское Юбилейное 1.0л,Светлое,Витебская область,Специализированные магазины,62,4.3,0.0,266.6
2024-04-21,Лидское Ржаное 0.5л,Специальное,Минская область,Сетевой ритейл,18,2.85,0.0,51.3
2024-04-21,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,6,2.55,0.0,15.3
2024-04-21,Лидское Нефильтрованное 0.5л,Специальное,Минская область,Сетевой ритейл,30,2.95,0.15,75.22
2024-04-21,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,119,2.15,0.05,243.06
2024-04-21,Лидское Светлое 1.5л,Светлое,Гродненская область,Сетевой ритейл,15,5.2,0.0,78.0
2024-04-21,Лидское Юбилейное 0.5л,Светлое,Минск,Специализированные магазины,150,2.45,0.0,367.5
2024-04-21,Лидское Классическое 1.0л,Светлое,Гродненская область,Специализированные магазины,44,3.7,0.0,162.8
2024-04-21,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,103,2.05,0.05,200.59
2024-04-21,Лидское Юбилейное 0.5л,Светлое,Гомельская область,Сетевой ритейл,25,2.45,0.0,61.25
2024-04-21,Лидское Вайс 1.0л,Специальное,Минская область,HoReCa,28,5.1,0.0,142.8
2024-04-21,Лидское Янтарное 0.5л,Тёмное,Минская область,HoReCa,6,2.65,0.0,15.9
2024-04-21,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,33,2.45,0.0,80.85
2024-04-21,Лидское Пшеничное 0.5л,Специальное,Могилёвская область,Специализированные магазины,32,2.75,0.0,88.0
2024-04-21,Лидское Ржаное 0.5л,Специальное,Минская область,Сетевой ритейл,5,2.85,0.0,14.25
2024-04-21,Лидское Ржаное 0.5л,Специальное,Минск,Сетевой ритейл,20,2.85,0.0,57.0
2024-04-21,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,159,2.15,0.0,341.85
2024-04-21,Лидское Светлое 1.0л,Светлое,Витебская область,Специализированные магазины,40,3.9,0.0,156.0
2024-04-21,Лидское Классическое 1.0л,Светлое,Могилёвская область,Сетевой ритейл,57,3.7,0.1,189.81
2024-04-21,Лидское Юбилейное 0.5л,Светлое,Гомельская область,Сетевой ритейл,108,2.45,0.0,264.6
2024-04-21,Лидское Классическое 1.0л,Светлое,Могилёвская область,HoReCa,63,3.7,0.0,233.1
2024-04-21,Лидское Пшеничное 0.5л,Специальное,Минск,Сетевой ритейл,27,2.75,0.1,66.83
2024-04-21,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,42,3.7,0.0,155.4
2024-04-21,Лидское Светлое 0.5л,Светлое,Минская область,Специализированные магазины,188,2.15,0.0,404.2
2024-04-21,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Сетевой ритейл,10,1.9,0.0,19.0
2024-04-21,Лидское Тёмное 1.0л,Тёмное,Брестская область,HoReCa,46,4.6,0.0,211.6
2024-04-22,Лидское Портер 0.5л,Тёмное,Минск,Сетевой ритейл,30,2.9,0.0,87.0
2024-04-22,Лидское Светлое 1.5л,Светлое,Гродненская область,Сетевой ритейл,68,5.2,0.1,318.24
2024-04-22,Лидское Вайс 0.5л,Специальное,Минск,Сетевой ритейл,9,2.8,0.0,25.2
2024-04-22,Лидское Светлое 1.0л,Светлое,Гродненская область,Специализированные магазины,124,3.9,0.0,483.6
2024-04-22,Лидское Юбилейное 1.0л,Светлое,Гродненская область,Специализированные магазины,65,4.3,0.0,279.5
2024-04-22,Лидское Лёгкое 0.5л,Светлое,Минская область,Сетевой ритейл,65,1.95,0.05,120.41
2024-04-22,Лидское Классическое 0.5л,Светлое,Брестская область,Сетевой ритейл,14,2.05,0.0,28.7
2024-04-22,Лидское Светлое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,134,2.15,0.05,273.69
2024-04-22,Лидское Нефильтрованное 0.5л,Специальное,Минская область,Сетевой ритейл,21,2.95,0.0,61.95
2024-04-22,Лидское Юбилейное 1.0л,Светлое,Гомельская область,Онлайн,104,4.3,0.05,424.84
2024-04-22,Лидское Юбилейное 0.5л,Светлое,Минская область,Онлайн,109,2.45,0.0,267.05
2024-04-22,Лидское Светлое 1.5л,Светлое,Гомельская область,HoReCa,35,5.2,0.0,182.0
2024-04-22,Лидское Светлое 0.5л,Светлое,Гомельская область,Специализированные магазины,106,2.15,0.0,227.9
2024-04-22,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,56,3.7,0.0,207.2
2024-04-22,Лидское Юбилейное 0.5л,Светлое,Витебская область,Сетевой ритейл,40,2.45,0.1,88.2
2024-04-22,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,34,2.15,0.1,65.79
2024-04-22,Лидское Юбилейное 0.5л,Светлое,Минская область,Специализированные магазины,59,2.45,0.0,144.55
2024-04-22,Лидское Портер 0.5л,Тёмное,Минская область,Сетевой ритейл,20,2.9,0.0,58.0
2024-04-22,Лидское Пшеничное 0.5л,Специальное,Минск,HoReCa,51,2.75,0.1,126.23
2024-04-22,Лидское Светлое 1.0л,Светлое,Минская область,HoReCa,36,3.9,0.0,140.4
2024-04-22,Лидское Безалкогольное 1.0л,Безалкогольное,Минск,Сетевой ритейл,43,3.4,0.15,124.27
2024-04-22,Лидское Янтарное 0.5л,Тёмное,Минск,Специализированные магазины,14,2.65,0.05,35.24
2024-04-22,Лидское Вайс 1.0л,Специальное,Гомельская область,Онлайн,16,5.1,0.0,81.6
2024-04-22,Лидское Пшеничное 0.5л,Специальное,Гродненская область,HoReCa,39,2.75,0.05,101.89
2024-04-22,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,37,2.45,0.0,90.65
